block,cuetype,cuetype_string,trialtype,trialtype_string,correct_key
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,2,right_incg,left
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,0,incg,3,left_incg,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,0,right_cong,right
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
